1.9000    1.8979    1.8959    1.8939    1.8919    1.8900    1.8882    1.8865    1.8850    1.8835    1.8822    1.8811    1.8802    1.8794    1.8788    1.8784    1.8782    1.8782    1.8784    1.8788    1.8794    1.8802    1.8811    1.8822    1.8835    1.8850    1.8865    1.8882    1.8900    1.8919    1.8939    1.8959    1.8979    1.9000    
1.8000    1.7980    1.7959    1.7940    1.7920    1.7902    1.7884    1.7868    1.7852    1.7838    1.7826    1.7815    1.7805    1.7798    1.7792    1.7788    1.7786    1.7786    1.7788    1.7792    1.7798    1.7805    1.7815    1.7826    1.7838    1.7852    1.7868    1.7884    1.7902    1.7920    1.7940    1.7959    1.7980    1.8000    
1.7000    1.6980    1.6961    1.6941    1.6923    1.6905    1.6887    1.6871    1.6856    1.6843    1.6830    1.6820    1.6811    1.6803    1.6798    1.6794    1.6792    1.6792    1.6794    1.6798    1.6803    1.6811    1.6820    1.6830    1.6843    1.6856    1.6871    1.6887    1.6905    1.6923    1.6941    1.6961    1.6980    1.7000    
1.6000    1.5981    1.5962    1.5944    1.5926    1.5908    1.5892    1.5876    1.5862    1.5849    1.5837    1.5827    1.5818    1.5811    1.5805    1.5802    1.5800    1.5800    1.5802    1.5805    1.5811    1.5818    1.5827    1.5837    1.5849    1.5862    1.5876    1.5892    1.5908    1.5926    1.5944    1.5962    1.5981    1.6000    
1.5000    1.4982    1.4964    1.4946    1.4929    1.4913    1.4897    1.4882    1.4868    1.4856    1.4845    1.4835    1.4827    1.4820    1.4815    1.4811    1.4809    1.4809    1.4811    1.4815    1.4820    1.4827    1.4835    1.4845    1.4856    1.4868    1.4882    1.4897    1.4913    1.4929    1.4946    1.4964    1.4982    1.5000    
1.4000    1.3983    1.3966    1.3949    1.3933    1.3918    1.3903    1.3889    1.3876    1.3864    1.3854    1.3845    1.3837    1.3830    1.3826    1.3822    1.3821    1.3821    1.3822    1.3826    1.3830    1.3837    1.3845    1.3854    1.3864    1.3876    1.3889    1.3903    1.3918    1.3933    1.3949    1.3966    1.3983    1.4000    
1.3000    1.2984    1.2969    1.2953    1.2938    1.2924    1.2910    1.2897    1.2885    1.2874    1.2864    1.2856    1.2849    1.2843    1.2838    1.2835    1.2834    1.2834    1.2835    1.2838    1.2843    1.2849    1.2856    1.2864    1.2874    1.2885    1.2897    1.2910    1.2924    1.2938    1.2953    1.2969    1.2984    1.3000    
1.2000    1.1986    1.1971    1.1957    1.1944    1.1930    1.1918    1.1906    1.1895    1.1885    1.1876    1.1868    1.1862    1.1856    1.1852    1.1850    1.1848    1.1848    1.1850    1.1852    1.1856    1.1862    1.1868    1.1876    1.1885    1.1895    1.1906    1.1918    1.1930    1.1944    1.1957    1.1971    1.1986    1.2000    
1.1000    1.0987    1.0974    1.0962    1.0949    1.0938    1.0926    1.0916    1.0906    1.0897    1.0889    1.0882    1.0876    1.0871    1.0868    1.0865    1.0864    1.0864    1.0865    1.0868    1.0871    1.0876    1.0882    1.0889    1.0897    1.0906    1.0916    1.0926    1.0938    1.0949    1.0962    1.0974    1.0987    1.1000    
1.0000    0.9989    0.9977    0.9966    0.9956    0.9945    0.9936    0.9926    0.9918    0.9910    0.9903    0.9897    0.9892    0.9887    0.9884    0.9882    0.9881    0.9881    0.9882    0.9884    0.9887    0.9892    0.9897    0.9903    0.9910    0.9918    0.9926    0.9936    0.9945    0.9956    0.9966    0.9977    0.9989    1.0000    
0.9000    0.8990    0.8981    0.8972    0.8962    0.8954    0.8945    0.8938    0.8930    0.8924    0.8918    0.8913    0.8908    0.8905    0.8902    0.8900    0.8899    0.8899    0.8900    0.8902    0.8905    0.8908    0.8913    0.8918    0.8924    0.8930    0.8938    0.8945    0.8954    0.8962    0.8972    0.8981    0.8990    0.9000    
0.8000    0.7992    0.7985    0.7977    0.7970    0.7962    0.7956    0.7949    0.7944    0.7938    0.7933    0.7929    0.7926    0.7923    0.7920    0.7919    0.7918    0.7918    0.7919    0.7920    0.7923    0.7926    0.7929    0.7933    0.7938    0.7944    0.7949    0.7956    0.7962    0.7970    0.7977    0.7985    0.7992    0.8000    
0.7000    0.6994    0.6988    0.6983    0.6977    0.6972    0.6966    0.6962    0.6957    0.6953    0.6949    0.6946    0.6944    0.6941    0.6940    0.6939    0.6938    0.6938    0.6939    0.6940    0.6941    0.6944    0.6946    0.6949    0.6953    0.6957    0.6962    0.6966    0.6972    0.6977    0.6983    0.6988    0.6994    0.7000    
0.6000    0.5996    0.5992    0.5988    0.5985    0.5981    0.5977    0.5974    0.5971    0.5969    0.5966    0.5964    0.5962    0.5961    0.5960    0.5959    0.5958    0.5958    0.5959    0.5960    0.5961    0.5962    0.5964    0.5966    0.5969    0.5971    0.5974    0.5977    0.5981    0.5985    0.5988    0.5992    0.5996    0.6000    
0.5000    0.4998    0.4996    0.4994    0.4992    0.4990    0.4989    0.4987    0.4986    0.4984    0.4983    0.4982    0.4981    0.4980    0.4980    0.4979    0.4979    0.4979    0.4979    0.4980    0.4980    0.4981    0.4982    0.4983    0.4984    0.4986    0.4987    0.4989    0.4990    0.4992    0.4994    0.4996    0.4998    0.5000    
0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    0.4000    
