-2.094395
1.441483    0.009967    0.709550    0.704584    
1.941445    -0.010182    -0.704511    0.709620    
19.242771    -0.999898    0.014247    -0.000203    

-2.083923
1.440418    -0.010428    -0.739675    -0.672884    
1.942612    -0.009762    -0.672813    0.739748    
19.177037    -0.999898    0.014283    -0.000204    

-2.073451
1.437566    -0.010865    -0.767928    -0.640444    
1.945784    -0.009328    -0.640376    0.768005    
19.111413    -0.999897    0.014318    -0.000206    

-2.062979
1.432993    -0.011272    -0.793966    -0.607857    
1.950896    -0.008890    -0.607792    0.794046    
19.045899    -0.999897    0.014355    -0.000208    

-2.052507
1.426801    -0.011647    -0.817590    -0.575684    
1.957846    -0.008456    -0.575622    0.817673    
18.980495    -0.999896    0.014391    -0.000209    

-2.042035
1.419113    -0.011987    -0.838739    -0.544402    
1.966512    -0.008031    -0.544343    0.838825    
18.915200    -0.999896    0.014427    -0.000211    

-2.031563
1.410069    -0.012294    -0.857471    -0.514385    
1.976754    -0.007622    -0.514329    0.857559    
18.850015    -0.999895    0.014464    -0.000212    

-2.021091
1.399812    -0.012570    -0.873927    -0.485895    
1.988427    -0.007233    -0.485841    0.874017    
18.784940    -0.999895    0.014501    -0.000214    

-2.010619
1.388484    -0.012816    -0.888299    -0.459088    
2.001391    -0.006866    -0.459036    0.888391    
18.719974    -0.999894    0.014538    -0.000216    

-2.000147
1.376220    -0.013036    -0.900804    -0.434031    
2.015509    -0.006522    -0.433982    0.900898    
18.655118    -0.999894    0.014575    -0.000217    

-1.989675
1.363144    -0.013233    -0.911663    -0.410726    
2.030659    -0.006201    -0.410680    0.911759    
18.590372    -0.999893    0.014612    -0.000219    

-1.979203
1.349368    -0.013409    -0.921088    -0.389125    
2.046729    -0.005904    -0.389080    0.921185    
18.525735    -0.999893    0.014650    -0.000221    

-1.968731
1.334991    -0.013568    -0.929272    -0.369146    
2.063619    -0.005629    -0.369103    0.929371    
18.461208    -0.999892    0.014687    -0.000223    

-1.958259
1.320101    -0.013712    -0.936391    -0.350691    
2.081241    -0.005374    -0.350650    0.936491    
18.396791    -0.999892    0.014725    -0.000224    

-1.947787
1.304774    -0.013842    -0.942595    -0.333651    
2.099519    -0.005139    -0.333612    0.942697    
18.332484    -0.999891    0.014764    -0.000226    

-1.937315
1.289077    -0.013962    -0.948016    -0.317916    
2.118387    -0.004922    -0.317878    0.948119    
18.268286    -0.999890    0.014802    -0.000228    

-1.926843
1.273067    -0.014071    -0.952767    -0.303377    
2.137787    -0.004721    -0.303340    0.952871    
18.204198    -0.999890    0.014840    -0.000230    

-1.916372
1.256793    -0.014173    -0.956943    -0.289930    
2.157670    -0.004536    -0.289895    0.957048    
18.140220    -0.999889    0.014879    -0.000232    

-1.905900
1.240300    -0.014268    -0.960626    -0.277479    
2.177991    -0.004364    -0.277445    0.960732    
18.076352    -0.999889    0.014918    -0.000234    

-1.895428
1.223625    -0.014356    -0.963884    -0.265934    
2.198714    -0.004205    -0.265901    0.963991    
18.012593    -0.999888    0.014957    -0.000235    

-1.884956
1.206799    -0.014440    -0.966777    -0.255213    
2.219807    -0.004057    -0.255181    0.966885    
17.948944    -0.999888    0.014997    -0.000237    

-1.874484
1.189851    -0.014518    -0.969353    -0.245243    
2.241241    -0.003920    -0.245212    0.969462    
17.885404    -0.999887    0.015036    -0.000239    

-1.864012
1.172805    -0.014593    -0.971654    -0.235955    
2.262993    -0.003792    -0.235924    0.971764    
17.821975    -0.999886    0.015076    -0.000241    

-1.853540
1.155683    -0.014665    -0.973717    -0.227289    
2.285039    -0.003673    -0.227259    0.973827    
17.758655    -0.999886    0.015116    -0.000243    

-1.843068
1.138504    -0.014734    -0.975571    -0.219189    
2.307363    -0.003561    -0.219161    0.975682    
17.695444    -0.999885    0.015156    -0.000245    

-1.832596
1.121283    -0.014800    -0.977243    -0.211608    
2.329947    -0.003458    -0.211580    0.977355    
17.632344    -0.999884    0.015197    -0.000247    

-1.822124
1.104036    -0.014864    -0.978754    -0.204500    
2.352777    -0.003360    -0.204473    0.978866    
17.569353    -0.999884    0.015237    -0.000249    

-1.811652
1.086774    -0.014926    -0.980124    -0.197826    
2.375840    -0.003269    -0.197799    0.980237    
17.506472    -0.999883    0.015278    -0.000252    

-1.801180
1.069510    -0.014987    -0.981369    -0.191549    
2.399126    -0.003183    -0.191523    0.981483    
17.443701    -0.999883    0.015319    -0.000254    

-1.790708
1.052253    -0.015046    -0.982503    -0.185638    
2.422623    -0.003103    -0.185612    0.982618    
17.381039    -0.999882    0.015361    -0.000256    

-1.780236
1.035012    -0.015104    -0.983539    -0.180062    
2.446324    -0.003027    -0.180037    0.983655    
17.318487    -0.999881    0.015402    -0.000258    

-1.769764
1.017795    -0.015161    -0.984488    -0.174796    
2.470220    -0.002956    -0.174772    0.984605    
17.256045    -0.999881    0.015444    -0.000260    

-1.759292
1.000608    -0.015216    -0.985358    -0.169816    
2.494305    -0.002888    -0.169792    0.985476    
17.193712    -0.999880    0.015486    -0.000263    

-1.748820
0.983460    -0.015271    -0.986158    -0.165101    
2.518571    -0.002825    -0.165077    0.986277    
17.131489    -0.999879    0.015528    -0.000265    

-1.738348
0.966354    -0.015325    -0.986896    -0.160630    
2.543013    -0.002765    -0.160606    0.987015    
17.069376    -0.999879    0.015570    -0.000267    

-1.727876
0.949296    -0.015379    -0.987576    -0.156386    
2.567627    -0.002708    -0.156362    0.987696    
17.007373    -0.999878    0.015613    -0.000270    

-1.717404
0.932292    -0.015432    -0.988206    -0.152352    
2.592407    -0.002654    -0.152329    0.988326    
16.945479    -0.999877    0.015656    -0.000272    

-1.706932
0.915344    -0.015484    -0.988789    -0.148514    
2.617349    -0.002603    -0.148492    0.988910    
16.883695    -0.999877    0.015699    -0.000274    

-1.696460
0.898457    -0.015536    -0.989330    -0.144859    
2.642450    -0.002554    -0.144837    0.989452    
16.822021    -0.999876    0.015742    -0.000277    

-1.685988
0.881634    -0.015588    -0.989833    -0.141374    
2.667706    -0.002508    -0.141353    0.989956    
16.760457    -0.999875    0.015786    -0.000279    

-1.675516
0.864879    -0.015639    -0.990302    -0.138049    
2.693114    -0.002464    -0.138027    0.990425    
16.699002    -0.999875    0.015830    -0.000282    

-1.665044
0.848194    -0.015691    -0.990739    -0.134871    
2.718670    -0.002423    -0.134850    0.990863    
16.637657    -0.999874    0.015874    -0.000284    

-1.654572
0.831581    -0.015742    -0.991147    -0.131833    
2.744374    -0.002383    -0.131812    0.991272    
16.576422    -0.999873    0.015918    -0.000287    

-1.644100
0.815044    -0.015792    -0.991529    -0.128925    
2.770221    -0.002345    -0.128904    0.991654    
16.515296    -0.999873    0.015963    -0.000290    

-1.633628
0.798584    -0.015843    -0.991886    -0.126140    
2.796210    -0.002309    -0.126119    0.992012    
16.454280    -0.999872    0.016008    -0.000292    

-1.623156
0.782204    -0.015894    -0.992221    -0.123470    
2.822339    -0.002275    -0.123449    0.992348    
16.393374    -0.999871    0.016053    -0.000295    

-1.612684
0.765905    -0.015944    -0.992536    -0.120908    
2.848606    -0.002242    -0.120887    0.992664    
16.332578    -0.999870    0.016098    -0.000298    

-1.602212
0.749689    -0.015995    -0.992831    -0.118448    
2.875010    -0.002211    -0.118428    0.992960    
16.271891    -0.999870    0.016144    -0.000301    

-1.591740
0.733557    -0.016045    -0.993110    -0.116084    
2.901548    -0.002181    -0.116064    0.993239    
16.211314    -0.999869    0.016190    -0.000303    

-1.581268
0.717512    -0.016096    -0.993372    -0.113811    
2.928219    -0.002152    -0.113791    0.993502    
16.150847    -0.999868    0.016236    -0.000306    

-1.570796
0.701553    -0.016146    -0.993619    -0.111623    
2.955022    -0.002125    -0.111603    0.993751    
16.090490    -0.999867    0.016282    -0.000309    

-1.560324
0.685683    -0.016197    -0.993853    -0.109516    
2.981956    -0.002099    -0.109497    0.993985    
16.030242    -0.999867    0.016329    -0.000312    

-1.549852
0.669903    -0.016247    -0.994074    -0.107486    
3.009020    -0.002074    -0.107467    0.994207    
